OBJECTID,NTD_ID,NTAD_NTD_ID,Agency_Name,Common_Name,City,State,Lon,Lat,In_Latest_NTAD_Upload,License,x,y
141,10087,10087,City of Nashua,Nashua Transit System (NTS),Nashua,NH,-71.49752697,42.74885301,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.4975269701909,42.7488530101647
142,10088,10088,Casco Bay Island Transit District,Casco Bay Lines,Portland,ME,-70.24882271,43.65707299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.2488227099627,43.6570729897046
143,10096,10096,City of Bangor,Community Connector (CC),Bangor,ME,-68.77020663,44.80359204,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-68.7702066300017,44.8035920399985
144,10098,10098,"Western Maine Transportation Services, Inc.",Western Maine Transportation Services Inc (WMTS),Auburn,ME,-70.27406356,44.06738731,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.2740635602395,44.0673873102041
145,10102,10102,Connecticut Department of Transportation,CTtransit,Newington,CT,-72.71458702,41.67332101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.7145870199139,41.6733210101466
146,10105,10105,Cape Cod Regional Transit Authority,Cape Cod Regional Transit Authority (CCRTA),Hyannis,MA,-70.27927744,41.6575272,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.2792774396407,41.6575271998892
147,10107,10107,Milford Transit District,Milford Transit District (MTD),Milford,CT,-73.010203,41.242681,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.0102030002377,41.2426809997299
148,10112,10112,City of South Portland,South Portland Bus Service (SPBS),South Portland,ME,-70.25179888,43.63736228,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.251798879703,43.637362280092
149,10114,10114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,BSOOB Transit,Saco,ME,-70.44883336,43.49462982,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.4488333598618,43.494629819755
150,10115,10115,Northern New England Passenger Rail Authority,Amtrak Downeaster,Portland,ME,-70.26458909,43.64560965,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.2645890900233,43.6456096497631
151,10118,10118,MetroWest Regional Transit Authority,MetroWest Regional Transit Authority (MWRTA),Framingham,MA,-71.41188244,42.27621454,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.4118824399109,42.2762145401355
152,10119,10119,University Of New Hampshire,Wildcat Transit,Durham,NH,-70.93505567,43.13718278,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.9350556702074,43.1371827796967
153,10122,10122,"Jalbert Leasing, Inc.",C&J Bus Lines,Portsmouth,NH,-70.80739299,43.06267,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.8073929895867,43.0626699999718
154,10128,10128,Connecticut Department of Transportation - CTTransit Waterbury- NET,CTTransit Waterbury,Watertown,CT,-73.06839075,41.60295754,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.0683907502341,41.602957539827
155,10130,10130,Connecticut Department of Transportation - CTTRANSIT New Britain,CTTransit New Britain,Berlin,CT,-72.74767198,41.63205502,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.7476719799129,41.6320550201191
156,10131,10131,Northwestern CT Transit District,Northwestern CT Transit District (NWCTD),Torrington,CT,-73.10035397,41.81298799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.1003539695647,41.8129879902848
157,10133,10133,"Boston Express Bus, Inc.",Boston Express Bus (BX),Concord,NH,-71.531256,43.19138602,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.5312559997907,43.1913860201633
158,10137,10137,"Advance Transit, Inc. NH",Advance Transit (AT),White River Junction,VT,-72.31804496,43.68670101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.3180449598898,43.6867010097378
159,10140,10140,Estuary Transit District,River Valley Transit,Middletown,CT,-72.655952,41.56933902,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.6559519996359,41.5693390203325
160,10143,10143,Tri-Valley Transit Inc,Tri-Valley Transit (TVT),Middlebury,VT,-73.15961696,44.00029701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.159616959837,44.0002970098751
161,10144,10144,"Southeast Vermont Transit, Inc",MOOver,Wilmington,VT,-72.87677098,42.86957601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.8767709804346,42.8695760101506
162,10145,10145,Martha's Vineyard Transit Authority,Marthas Vineyard Transit Authority (VTA),Edgartown,MA,-70.60478069,41.3910642,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.6047806901657,41.3910641998276
163,10148,10148,Rural Community Transportation,Rural Community Transportation (RCT),Lyndonville,VT,-72.01507303,44.50171398,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.0150730296406,44.5017139797197
164,10149,10149,Windham Region Transit District,University of Connecticut (UCONN / WRTD),Mansfield Center,CT,-72.20840204,41.73006201,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.2084020401008,41.7300620100159
165,10151,10151,Green Mountain Community Network,Green Mountain Express,Bennington,VT,-73.19319403,42.878901,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.1931940304234,42.8789009999645
166,10153,,Town of Cranberry Isles,Town of Cranberry Isles Commuter Ferry,Islesford,ME,-68.23430186,44.26175719,No - Agency data not available due to processing or GTFS standard compliance errors.,Public Domain,-68.2343018600924,44.2617571899721
167,10154,10154,Marble Valley Regional Transit District,The Bus,Rutland,VT,-72.976883,43.59881001,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.976882999638,43.598810009891
168,10156,10156,Northeastern Connecticut Transit District,Northeastern Connecticut Transit District (NECTD),Dayville,CT,-71.87876199,41.85003102,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.8787619902002,41.8500310201173
169,10159,10159,"VNA Home Healthcare, Hospice and Community Service",City Express,Keene,NH,-72.266739,42.92597201,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.2667390002659,42.9259720099898
170,10161,10161,Belknap-Merrimack CAP/Concord Area Transit,Concord Area Transit (CAT),Concord,NH,-71.48582901,43.21297001,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.4858290097465,43.2129700101932
171,10162,10162,Nantucket Regional Transit Authority,the WAVE,Nantucket,MA,-70.09864069,41.28492661,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.0986406898972,41.2849266098234
172,10167,10167,Isle au Haut Boat Services,Isle au Haut Ferry,Stonington,ME,-68.6610406,44.15525414,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-68.6610405997459,44.155254139996
173,10169,10169,Waldo Community Action Partners,MidCoast Public Transportation,Belfast,ME,-69.01366999,44.43179269,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-69.0136699903429,44.4317926899434
174,10172,10172,"Tri-County CAP, Inc./North Country Transit",Tri Delta Transit,Berlin,NH,-71.18541901,44.46795398,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.1854190100088,44.4679539797599
175,10173,10173,Franklin Regional Transit Authority,Franklin Regional Transit Authority (FRTA),Greenfield,MA,-72.60049021,42.58560241,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.6004902098271,42.585602410242
176,10175,10175,"Downeast Transportation, Inc.",Downeast,Trenton,ME,-68.37389508,44.46870462,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-68.3738950803745,44.4687046202519
177,10177,10177,"West's Transportation, Inc.",West's Bus Service,Steuben,ME,-67.90970101,44.50600719,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-67.9097010103894,44.5060071899514
178,10179,10179,City of Beverly,Beverly Shuttle,Beverly,MA,-70.87841546,42.54775698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.8784154596291,42.5477569801519
179,10181,10181,Town of Lexington,Lexpress,Lexington,MA,-71.22458831,42.44699197,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.2245883097328,42.4469919702355
180,10182,10182,Mission Hill Link Inc,Mission Hill Link,Boston,MA,-71.10035124,42.33241734,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.1003512403621,42.3324173399101
181,10183,10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",The Steamship Authority,Falmouth,MA,-70.62004237,41.55924893,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.6200423697502,41.5592489301667
182,11147,11147,Rhode Island Department of Transportation,Rhode Island Department of Transportation (RIDOT),Providence,RI,-71.41534512,41.82929121,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.4153451201411,41.82929121006
183,11152,11152,Mashantucket Pequot Tribal Nation,Community Busing,Mashantucket,CT,-71.96862452,41.45728921,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-71.968624520371,41.4572892102812
184,11156,11156,Southwestern Community Services Transportation,Sullivan County Transportation,Keene,NH,-72.27519198,42.930939,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-72.2751919800028,42.9309389999518
185,11235,11235,Maine Department of Transportation,Maine State Ferry Service (MSFS),Augusta,ME,-69.77763109,44.30751249,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-69.7776310900027,44.3075124899812
186,11239,11239,"Hyannis Harbor Tours, Inc.",Hy-Line Cruises,Hyannis,MA,-70.27938938,41.64761692,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-70.2793893796065,41.6476169202569
187,20002,20002,Capital District Transportation Authority,Capital District Transportation Authority (CDTA),Albany,NY,-73.78120155,42.68045546,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.7812015503424,42.6804554599011
188,20003,20003,Broome County,BC Transit,Binghamton,NY,-75.91075682,42.09656065,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-75.9107568196908,42.0965606503063
189,20004,20004,Niagara Frontier Transportation Authority,Niagara Frontier Transportation Authority (NFTA),Buffalo,NY,-78.87210718,42.88321253,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-78.8721071802686,42.8832125301512
190,20005,20005,Chemung County,C TRAN,Elmira,NY,-76.80289408,42.08953399,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.8028940796827,42.0895339898543
191,20006,20006,City of Long Beach,City of Long Beach Transportation,Long Beach,NY,-73.66635942,40.58962236,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.6663594197424,40.5896223597659
192,20008,20008,MTA New York City Transit,Metropolitan Transportation Authority (MTA),Brooklyn,NY,-73.98743668,40.692752,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.9874366798457,40.6927519997724
193,20010,20010,Dutchess County,Dutchess County Public Transit,Poughkeepsie,NY,-73.85446315,41.6820229,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.8544631502822,41.6820229000549
194,20018,20018,Central New York Regional Transportation Authority,Centro,Syracuse,NY,-76.15304495,43.035333,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-76.1530449500784,43.0353329999275
195,20071,20071,Town of Huntington,Huntington Area Rapid Transit (HART),Huntington,NY,-73.4285012,40.8738497,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-73.4285012000244,40.8738496999891
